,Date,NO2_nearest_1,PM10_nearest_1,NO2_nearest_2,O3_own,hour,day,month,day_of_week,code,lon,lat
30,2023-01-02 05:00:00,28.0,54.0,18.0,1.0,5,2,1,0,ES0694A,2.009802,41.39216
31,2023-01-02 06:00:00,32.0,54.0,21.0,2.0,6,2,1,0,ES0694A,2.009802,41.39216
32,2023-01-02 07:00:00,33.0,54.0,23.0,2.0,7,2,1,0,ES0694A,2.009802,41.39216
33,2023-01-02 08:00:00,41.0,54.0,35.0,2.0,8,2,1,0,ES0694A,2.009802,41.39216
34,2023-01-02 09:00:00,46.0,54.0,48.0,5.0,9,2,1,0,ES0694A,2.009802,41.39216
35,2023-01-02 10:00:00,50.0,54.0,50.0,6.0,10,2,1,0,ES0694A,2.009802,41.39216
36,2023-01-02 11:00:00,48.0,54.0,48.0,10.0,11,2,1,0,ES0694A,2.009802,41.39216
37,2023-01-02 12:00:00,53.0,54.0,49.0,11.0,12,2,1,0,ES0694A,2.009802,41.39216
38,2023-01-02 13:00:00,54.0,54.0,49.0,12.0,13,2,1,0,ES0694A,2.009802,41.39216
39,2023-01-02 14:00:00,59.0,54.0,52.0,7.0,14,2,1,0,ES0694A,2.009802,41.39216
40,2023-01-02 15:00:00,62.0,54.0,52.0,3.0,15,2,1,0,ES0694A,2.009802,41.39216
41,2023-01-02 16:00:00,67.0,54.0,38.0,2.0,16,2,1,0,ES0694A,2.009802,41.39216
42,2023-01-02 17:00:00,58.0,54.0,29.0,2.0,17,2,1,0,ES0694A,2.009802,41.39216
43,2023-01-02 18:00:00,50.0,54.0,50.0,2.0,18,2,1,0,ES0694A,2.009802,41.39216
44,2023-01-02 19:00:00,45.0,54.0,48.0,2.0,19,2,1,0,ES0694A,2.009802,41.39216
45,2023-01-02 20:00:00,48.0,54.0,51.0,2.0,20,2,1,0,ES0694A,2.009802,41.39216
46,2023-01-02 21:00:00,48.0,54.0,44.0,2.0,21,2,1,0,ES0694A,2.009802,41.39216
47,2023-01-02 22:00:00,47.0,54.0,45.0,2.0,22,2,1,0,ES0694A,2.009802,41.39216
48,2023-01-02 23:00:00,45.0,45.0,40.0,2.0,23,2,1,0,ES0694A,2.009802,41.39216
49,2023-01-03 00:00:00,44.0,45.0,38.0,2.0,0,3,1,1,ES0694A,2.009802,41.39216
50,2023-01-03 01:00:00,39.0,45.0,36.0,2.0,1,3,1,1,ES0694A,2.009802,41.39216
51,2023-01-03 02:00:00,31.0,45.0,34.0,1.0,2,3,1,1,ES0694A,2.009802,41.39216
52,2023-01-03 03:00:00,28.0,45.0,32.0,2.0,3,3,1,1,ES0694A,2.009802,41.39216
53,2023-01-03 04:00:00,32.0,45.0,28.0,2.0,4,3,1,1,ES0694A,2.009802,41.39216
54,2023-01-03 05:00:00,33.0,45.0,27.0,2.0,5,3,1,1,ES0694A,2.009802,41.39216
55,2023-01-03 06:00:00,39.0,45.0,30.0,1.0,6,3,1,1,ES0694A,2.009802,41.39216
56,2023-01-03 07:00:00,39.0,45.0,34.0,2.0,7,3,1,1,ES0694A,2.009802,41.39216
57,2023-01-03 08:00:00,42.0,45.0,39.0,2.0,8,3,1,1,ES0694A,2.009802,41.39216
58,2023-01-03 09:00:00,42.0,45.0,41.0,3.0,9,3,1,1,ES0694A,2.009802,41.39216
59,2023-01-03 10:00:00,45.0,45.0,42.0,5.0,10,3,1,1,ES0694A,2.009802,41.39216
60,2023-01-03 11:00:00,36.0,45.0,29.0,17.0,11,3,1,1,ES0694A,2.009802,41.39216
61,2023-01-03 12:00:00,18.0,45.0,9.0,31.0,12,3,1,1,ES0694A,2.009802,41.39216
62,2023-01-03 13:00:00,21.0,45.0,6.0,36.0,13,3,1,1,ES0694A,2.009802,41.39216
63,2023-01-03 14:00:00,13.0,45.0,5.0,43.0,14,3,1,1,ES0694A,2.009802,41.39216
64,2023-01-03 15:00:00,21.0,45.0,13.0,32.0,15,3,1,1,ES0694A,2.009802,41.39216
65,2023-01-03 16:00:00,32.0,45.0,13.0,14.0,16,3,1,1,ES0694A,2.009802,41.39216
66,2023-01-03 17:00:00,27.0,45.0,11.0,7.0,17,3,1,1,ES0694A,2.009802,41.39216
67,2023-01-03 18:00:00,28.0,45.0,16.0,5.0,18,3,1,1,ES0694A,2.009802,41.39216
68,2023-01-03 19:00:00,20.0,45.0,12.0,4.0,19,3,1,1,ES0694A,2.009802,41.39216
69,2023-01-03 20:00:00,20.0,45.0,11.0,2.0,20,3,1,1,ES0694A,2.009802,41.39216
70,2023-01-03 21:00:00,24.0,45.0,12.0,7.0,21,3,1,1,ES0694A,2.009802,41.39216
71,2023-01-03 22:00:00,24.0,45.0,21.0,3.0,22,3,1,1,ES0694A,2.009802,41.39216
72,2023-01-03 23:00:00,35.0,30.0,22.0,1.0,23,3,1,1,ES0694A,2.009802,41.39216
73,2023-01-04 00:00:00,34.0,30.0,21.0,1.0,0,4,1,2,ES0694A,2.009802,41.39216
74,2023-01-04 01:00:00,33.0,30.0,24.0,1.0,1,4,1,2,ES0694A,2.009802,41.39216
75,2023-01-04 02:00:00,30.0,30.0,21.0,1.0,2,4,1,2,ES0694A,2.009802,41.39216
76,2023-01-04 03:00:00,28.0,30.0,16.0,2.0,3,4,1,2,ES0694A,2.009802,41.39216
77,2023-01-04 04:00:00,29.0,30.0,12.0,1.0,4,4,1,2,ES0694A,2.009802,41.39216
78,2023-01-04 05:00:00,32.0,30.0,14.0,1.0,5,4,1,2,ES0694A,2.009802,41.39216
79,2023-01-04 06:00:00,35.0,30.0,11.0,1.0,6,4,1,2,ES0694A,2.009802,41.39216
80,2023-01-04 07:00:00,35.0,30.0,19.0,1.0,7,4,1,2,ES0694A,2.009802,41.39216
81,2023-01-04 08:00:00,33.0,30.0,30.0,3.0,8,4,1,2,ES0694A,2.009802,41.39216
82,2023-01-04 09:00:00,29.0,30.0,16.0,9.0,9,4,1,2,ES0694A,2.009802,41.39216
83,2023-01-04 10:00:00,25.0,30.0,18.0,14.0,10,4,1,2,ES0694A,2.009802,41.39216
84,2023-01-04 11:00:00,23.0,30.0,17.0,17.0,11,4,1,2,ES0694A,2.009802,41.39216
85,2023-01-04 12:00:00,27.0,30.0,17.0,18.0,12,4,1,2,ES0694A,2.009802,41.39216
86,2023-01-04 13:00:00,33.0,30.0,17.0,24.0,13,4,1,2,ES0694A,2.009802,41.39216
87,2023-01-04 14:00:00,30.0,30.0,16.0,34.0,14,4,1,2,ES0694A,2.009802,41.39216
88,2023-01-04 15:00:00,23.0,30.0,9.0,23.0,15,4,1,2,ES0694A,2.009802,41.39216
89,2023-01-04 16:00:00,57.0,30.0,26.0,5.0,16,4,1,2,ES0694A,2.009802,41.39216
90,2023-01-04 17:00:00,40.0,30.0,31.0,3.0,17,4,1,2,ES0694A,2.009802,41.39216
91,2023-01-04 18:00:00,38.0,30.0,17.0,2.0,18,4,1,2,ES0694A,2.009802,41.39216
92,2023-01-04 19:00:00,43.0,30.0,20.0,2.0,19,4,1,2,ES0694A,2.009802,41.39216
93,2023-01-04 20:00:00,49.0,30.0,29.0,2.0,20,4,1,2,ES0694A,2.009802,41.39216
94,2023-01-04 21:00:00,46.0,30.0,29.0,1.0,21,4,1,2,ES0694A,2.009802,41.39216
95,2023-01-04 22:00:00,37.0,30.0,27.0,1.0,22,4,1,2,ES0694A,2.009802,41.39216
96,2023-01-04 23:00:00,37.0,28.0,27.0,1.0,23,4,1,2,ES0694A,2.009802,41.39216
97,2023-01-05 00:00:00,36.0,28.0,21.0,2.0,0,5,1,3,ES0694A,2.009802,41.39216
98,2023-01-05 01:00:00,35.0,28.0,14.0,2.0,1,5,1,3,ES0694A,2.009802,41.39216
99,2023-01-05 02:00:00,32.0,28.0,13.0,2.0,2,5,1,3,ES0694A,2.009802,41.39216
100,2023-01-05 03:00:00,32.0,28.0,18.0,1.0,3,5,1,3,ES0694A,2.009802,41.39216
101,2023-01-05 04:00:00,33.0,28.0,18.0,1.0,4,5,1,3,ES0694A,2.009802,41.39216
102,2023-01-05 05:00:00,36.0,28.0,20.0,1.0,5,5,1,3,ES0694A,2.009802,41.39216
103,2023-01-05 06:00:00,33.0,28.0,28.0,1.0,6,5,1,3,ES0694A,2.009802,41.39216
104,2023-01-05 07:00:00,35.0,28.0,34.0,1.0,7,5,1,3,ES0694A,2.009802,41.39216
105,2023-01-05 08:00:00,35.0,28.0,34.0,2.0,8,5,1,3,ES0694A,2.009802,41.39216
106,2023-01-05 09:00:00,35.0,28.0,32.0,7.0,9,5,1,3,ES0694A,2.009802,41.39216
107,2023-01-05 10:00:00,36.0,28.0,27.0,14.0,10,5,1,3,ES0694A,2.009802,41.39216
108,2023-01-05 11:00:00,34.0,28.0,24.0,19.0,11,5,1,3,ES0694A,2.009802,41.39216
109,2023-01-05 12:00:00,30.0,28.0,18.0,24.0,12,5,1,3,ES0694A,2.009802,41.39216
110,2023-01-05 13:00:00,35.0,28.0,13.0,33.0,13,5,1,3,ES0694A,2.009802,41.39216
111,2023-01-05 14:00:00,32.0,28.0,23.0,35.0,14,5,1,3,ES0694A,2.009802,41.39216
112,2023-01-05 15:00:00,34.0,28.0,33.0,37.0,15,5,1,3,ES0694A,2.009802,41.39216
113,2023-01-05 16:00:00,54.0,28.0,51.0,9.0,16,5,1,3,ES0694A,2.009802,41.39216
114,2023-01-05 17:00:00,34.0,28.0,20.0,9.0,17,5,1,3,ES0694A,2.009802,41.39216
115,2023-01-05 18:00:00,30.0,28.0,11.0,3.0,18,5,1,3,ES0694A,2.009802,41.39216
116,2023-01-05 19:00:00,28.0,28.0,28.0,4.0,19,5,1,3,ES0694A,2.009802,41.39216
117,2023-01-05 20:00:00,54.0,28.0,30.0,2.0,20,5,1,3,ES0694A,2.009802,41.39216
118,2023-01-05 21:00:00,52.0,28.0,29.0,1.0,21,5,1,3,ES0694A,2.009802,41.39216
119,2023-01-05 22:00:00,52.0,28.0,25.0,1.0,22,5,1,3,ES0694A,2.009802,41.39216
120,2023-01-05 23:00:00,40.0,20.0,29.0,2.0,23,5,1,3,ES0694A,2.009802,41.39216
121,2023-01-06 00:00:00,35.0,20.0,26.0,3.0,0,6,1,4,ES0694A,2.009802,41.39216
122,2023-01-06 01:00:00,32.0,20.0,22.0,2.0,1,6,1,4,ES0694A,2.009802,41.39216
123,2023-01-06 02:00:00,23.0,20.0,16.0,3.0,2,6,1,4,ES0694A,2.009802,41.39216
124,2023-01-06 03:00:00,31.0,20.0,15.0,4.0,3,6,1,4,ES0694A,2.009802,41.39216
125,2023-01-06 04:00:00,32.0,20.0,13.0,4.0,4,6,1,4,ES0694A,2.009802,41.39216
126,2023-01-06 05:00:00,29.0,20.0,13.0,2.0,5,6,1,4,ES0694A,2.009802,41.39216
127,2023-01-06 06:00:00,28.0,20.0,14.0,3.0,6,6,1,4,ES0694A,2.009802,41.39216
128,2023-01-06 07:00:00,26.0,20.0,17.0,2.0,7,6,1,4,ES0694A,2.009802,41.39216
129,2023-01-06 08:00:00,23.0,20.0,20.0,8.0,8,6,1,4,ES0694A,2.009802,41.39216
130,2023-01-06 09:00:00,25.0,20.0,18.0,14.0,9,6,1,4,ES0694A,2.009802,41.39216
131,2023-01-06 10:00:00,30.0,20.0,17.0,20.0,10,6,1,4,ES0694A,2.009802,41.39216
132,2023-01-06 11:00:00,33.0,20.0,15.0,28.0,11,6,1,4,ES0694A,2.009802,41.39216
133,2023-01-06 12:00:00,36.0,20.0,15.0,30.0,12,6,1,4,ES0694A,2.009802,41.39216
134,2023-01-06 13:00:00,19.0,20.0,12.0,34.0,13,6,1,4,ES0694A,2.009802,41.39216
135,2023-01-06 14:00:00,15.0,20.0,19.0,44.0,14,6,1,4,ES0694A,2.009802,41.39216
136,2023-01-06 15:00:00,19.0,20.0,23.0,43.0,15,6,1,4,ES0694A,2.009802,41.39216
137,2023-01-06 16:00:00,33.0,20.0,20.0,21.0,16,6,1,4,ES0694A,2.009802,41.39216
138,2023-01-06 17:00:00,33.0,20.0,24.0,13.0,17,6,1,4,ES0694A,2.009802,41.39216
139,2023-01-06 18:00:00,38.0,20.0,23.0,3.0,18,6,1,4,ES0694A,2.009802,41.39216
140,2023-01-06 19:00:00,42.0,20.0,38.0,2.0,19,6,1,4,ES0694A,2.009802,41.39216
141,2023-01-06 20:00:00,36.0,20.0,33.0,2.0,20,6,1,4,ES0694A,2.009802,41.39216
142,2023-01-06 21:00:00,43.0,20.0,34.0,2.0,21,6,1,4,ES0694A,2.009802,41.39216
143,2023-01-06 22:00:00,40.0,20.0,33.0,2.0,22,6,1,4,ES0694A,2.009802,41.39216
144,2023-01-06 23:00:00,38.0,19.0,29.0,1.0,23,6,1,4,ES0694A,2.009802,41.39216
145,2023-01-07 00:00:00,35.0,19.0,28.0,1.0,0,7,1,5,ES0694A,2.009802,41.39216
146,2023-01-07 01:00:00,31.0,19.0,25.0,1.0,1,7,1,5,ES0694A,2.009802,41.39216
147,2023-01-07 02:00:00,30.0,19.0,25.0,2.0,2,7,1,5,ES0694A,2.009802,41.39216
148,2023-01-07 03:00:00,28.0,19.0,24.0,2.0,3,7,1,5,ES0694A,2.009802,41.39216
149,2023-01-07 04:00:00,26.0,19.0,22.0,3.0,4,7,1,5,ES0694A,2.009802,41.39216
150,2023-01-07 05:00:00,27.0,19.0,21.0,2.0,5,7,1,5,ES0694A,2.009802,41.39216
151,2023-01-07 06:00:00,29.0,19.0,19.0,1.0,6,7,1,5,ES0694A,2.009802,41.39216
152,2023-01-07 07:00:00,29.0,19.0,23.0,2.0,7,7,1,5,ES0694A,2.009802,41.39216
153,2023-01-07 08:00:00,26.0,19.0,25.0,5.0,8,7,1,5,ES0694A,2.009802,41.39216
154,2023-01-07 09:00:00,28.0,19.0,26.0,11.0,9,7,1,5,ES0694A,2.009802,41.39216
155,2023-01-07 10:00:00,27.0,19.0,24.0,16.0,10,7,1,5,ES0694A,2.009802,41.39216
156,2023-01-07 11:00:00,9.0,19.0,6.0,45.0,11,7,1,5,ES0694A,2.009802,41.39216
157,2023-01-07 12:00:00,8.0,19.0,5.0,54.0,12,7,1,5,ES0694A,2.009802,41.39216
158,2023-01-07 13:00:00,10.0,19.0,7.0,57.0,13,7,1,5,ES0694A,2.009802,41.39216
159,2023-01-07 14:00:00,24.0,19.0,7.0,59.0,14,7,1,5,ES0694A,2.009802,41.39216
160,2023-01-07 15:00:00,31.0,19.0,5.0,54.0,15,7,1,5,ES0694A,2.009802,41.39216
161,2023-01-07 16:00:00,26.0,19.0,6.0,38.0,16,7,1,5,ES0694A,2.009802,41.39216
162,2023-01-07 17:00:00,23.0,19.0,7.0,36.0,17,7,1,5,ES0694A,2.009802,41.39216
163,2023-01-07 18:00:00,36.0,19.0,13.0,31.0,18,7,1,5,ES0694A,2.009802,41.39216
164,2023-01-07 19:00:00,24.0,19.0,10.0,12.0,19,7,1,5,ES0694A,2.009802,41.39216
165,2023-01-07 20:00:00,45.0,19.0,32.0,10.0,20,7,1,5,ES0694A,2.009802,41.39216
166,2023-01-07 21:00:00,48.0,19.0,36.0,3.0,21,7,1,5,ES0694A,2.009802,41.39216
167,2023-01-07 22:00:00,45.0,19.0,31.0,3.0,22,7,1,5,ES0694A,2.009802,41.39216
168,2023-01-07 23:00:00,44.0,36.0,22.0,4.0,23,7,1,5,ES0694A,2.009802,41.39216
169,2023-01-08 00:00:00,44.0,36.0,26.0,2.0,0,8,1,6,ES0694A,2.009802,41.39216
170,2023-01-08 01:00:00,38.0,36.0,25.0,5.0,1,8,1,6,ES0694A,2.009802,41.39216
171,2023-01-08 02:00:00,48.0,36.0,22.0,8.0,2,8,1,6,ES0694A,2.009802,41.39216
172,2023-01-08 03:00:00,43.0,36.0,26.0,2.0,3,8,1,6,ES0694A,2.009802,41.39216
173,2023-01-08 04:00:00,32.0,36.0,23.0,1.0,4,8,1,6,ES0694A,2.009802,41.39216
174,2023-01-08 05:00:00,22.0,36.0,20.0,2.0,5,8,1,6,ES0694A,2.009802,41.39216
175,2023-01-08 06:00:00,44.0,36.0,23.0,4.0,6,8,1,6,ES0694A,2.009802,41.39216
176,2023-01-08 07:00:00,40.0,36.0,25.0,7.0,7,8,1,6,ES0694A,2.009802,41.39216
177,2023-01-08 08:00:00,43.0,36.0,32.0,11.0,8,8,1,6,ES0694A,2.009802,41.39216
178,2023-01-08 09:00:00,45.0,36.0,37.0,9.0,9,8,1,6,ES0694A,2.009802,41.39216
179,2023-01-08 10:00:00,44.0,36.0,38.0,13.0,10,8,1,6,ES0694A,2.009802,41.39216
180,2023-01-08 11:00:00,44.0,36.0,43.0,11.0,11,8,1,6,ES0694A,2.009802,41.39216
181,2023-01-08 12:00:00,54.0,36.0,44.0,7.0,12,8,1,6,ES0694A,2.009802,41.39216
182,2023-01-08 13:00:00,47.0,36.0,47.0,7.0,13,8,1,6,ES0694A,2.009802,41.39216
183,2023-01-08 14:00:00,47.0,36.0,36.0,7.0,14,8,1,6,ES0694A,2.009802,41.39216
184,2023-01-08 15:00:00,58.0,36.0,40.0,5.0,15,8,1,6,ES0694A,2.009802,41.39216
185,2023-01-08 16:00:00,56.0,36.0,18.0,6.0,16,8,1,6,ES0694A,2.009802,41.39216
186,2023-01-08 17:00:00,51.0,36.0,24.0,5.0,17,8,1,6,ES0694A,2.009802,41.39216
187,2023-01-08 18:00:00,55.0,36.0,12.0,5.0,18,8,1,6,ES0694A,2.009802,41.39216
188,2023-01-08 19:00:00,54.0,36.0,19.0,6.0,19,8,1,6,ES0694A,2.009802,41.39216
189,2023-01-08 20:00:00,50.0,36.0,25.0,6.0,20,8,1,6,ES0694A,2.009802,41.39216
190,2023-01-08 21:00:00,39.0,36.0,38.0,2.0,21,8,1,6,ES0694A,2.009802,41.39216
191,2023-01-08 22:00:00,48.0,36.0,23.0,2.0,22,8,1,6,ES0694A,2.009802,41.39216
192,2023-01-08 23:00:00,45.0,9.0,11.0,2.0,23,8,1,6,ES0694A,2.009802,41.39216
193,2023-01-09 00:00:00,39.0,9.0,16.0,4.0,0,9,1,0,ES0694A,2.009802,41.39216
194,2023-01-09 01:00:00,30.0,9.0,3.0,8.0,1,9,1,0,ES0694A,2.009802,41.39216
195,2023-01-09 02:00:00,21.0,9.0,2.0,24.0,2,9,1,0,ES0694A,2.009802,41.39216
196,2023-01-09 03:00:00,15.0,9.0,3.0,42.0,3,9,1,0,ES0694A,2.009802,41.39216
197,2023-01-09 04:00:00,14.0,9.0,2.0,37.0,4,9,1,0,ES0694A,2.009802,41.39216
198,2023-01-09 05:00:00,9.0,9.0,2.0,69.0,5,9,1,0,ES0694A,2.009802,41.39216
199,2023-01-09 06:00:00,16.0,9.0,3.0,50.0,6,9,1,0,ES0694A,2.009802,41.39216
200,2023-01-09 07:00:00,12.0,9.0,3.0,32.0,7,9,1,0,ES0694A,2.009802,41.39216
201,2023-01-09 08:00:00,11.0,9.0,5.0,55.0,8,9,1,0,ES0694A,2.009802,41.39216
202,2023-01-09 09:00:00,8.0,9.0,3.0,67.0,9,9,1,0,ES0694A,2.009802,41.39216
203,2023-01-09 10:00:00,8.0,9.0,3.0,72.0,10,9,1,0,ES0694A,2.009802,41.39216
204,2023-01-09 11:00:00,5.0,9.0,3.0,75.0,11,9,1,0,ES0694A,2.009802,41.39216
205,2023-01-09 12:00:00,8.0,9.0,2.0,73.0,12,9,1,0,ES0694A,2.009802,41.39216
206,2023-01-09 13:00:00,8.0,9.0,2.0,70.0,13,9,1,0,ES0694A,2.009802,41.39216
207,2023-01-09 14:00:00,6.0,9.0,2.0,74.0,14,9,1,0,ES0694A,2.009802,41.39216
208,2023-01-09 15:00:00,7.0,9.0,5.0,74.0,15,9,1,0,ES0694A,2.009802,41.39216
209,2023-01-09 16:00:00,9.0,9.0,5.0,71.0,16,9,1,0,ES0694A,2.009802,41.39216
210,2023-01-09 17:00:00,10.0,9.0,4.0,69.0,17,9,1,0,ES0694A,2.009802,41.39216
211,2023-01-09 18:00:00,14.0,9.0,6.0,63.0,18,9,1,0,ES0694A,2.009802,41.39216
212,2023-01-09 19:00:00,16.0,9.0,4.0,59.0,19,9,1,0,ES0694A,2.009802,41.39216
213,2023-01-09 20:00:00,11.0,9.0,3.0,65.0,20,9,1,0,ES0694A,2.009802,41.39216
214,2023-01-09 21:00:00,9.0,9.0,3.0,54.0,21,9,1,0,ES0694A,2.009802,41.39216
215,2023-01-09 22:00:00,11.0,9.0,2.0,62.0,22,9,1,0,ES0694A,2.009802,41.39216
216,2023-01-09 23:00:00,8.0,22.0,2.0,64.0,23,9,1,0,ES0694A,2.009802,41.39216
217,2023-01-10 00:00:00,9.0,22.0,3.0,62.0,0,10,1,1,ES0694A,2.009802,41.39216
218,2023-01-10 01:00:00,41.0,22.0,5.0,47.0,1,10,1,1,ES0694A,2.009802,41.39216
219,2023-01-10 02:00:00,22.0,22.0,5.0,43.0,2,10,1,1,ES0694A,2.009802,41.39216
220,2023-01-10 03:00:00,15.0,22.0,9.0,26.0,3,10,1,1,ES0694A,2.009802,41.39216
221,2023-01-10 04:00:00,32.0,22.0,16.0,17.0,4,10,1,1,ES0694A,2.009802,41.39216
222,2023-01-10 05:00:00,55.0,22.0,24.0,1.0,5,10,1,1,ES0694A,2.009802,41.39216
223,2023-01-10 06:00:00,60.0,22.0,27.0,1.0,6,10,1,1,ES0694A,2.009802,41.39216
224,2023-01-10 07:00:00,61.0,22.0,57.0,1.0,7,10,1,1,ES0694A,2.009802,41.39216
225,2023-01-10 08:00:00,57.0,22.0,61.0,3.0,8,10,1,1,ES0694A,2.009802,41.39216
226,2023-01-10 09:00:00,44.0,22.0,35.0,13.0,9,10,1,1,ES0694A,2.009802,41.39216
227,2023-01-10 10:00:00,36.0,22.0,20.0,26.0,10,10,1,1,ES0694A,2.009802,41.39216
228,2023-01-10 11:00:00,34.0,22.0,19.0,35.0,11,10,1,1,ES0694A,2.009802,41.39216
229,2023-01-10 12:00:00,28.0,22.0,19.0,41.0,12,10,1,1,ES0694A,2.009802,41.39216
230,2023-01-10 13:00:00,28.0,22.0,10.0,42.0,13,10,1,1,ES0694A,2.009802,41.39216
231,2023-01-10 14:00:00,19.0,22.0,12.0,45.0,14,10,1,1,ES0694A,2.009802,41.39216
232,2023-01-10 15:00:00,24.0,22.0,19.0,48.0,15,10,1,1,ES0694A,2.009802,41.39216
233,2023-01-10 16:00:00,29.0,22.0,18.0,25.0,16,10,1,1,ES0694A,2.009802,41.39216
234,2023-01-10 17:00:00,69.0,22.0,16.0,12.0,17,10,1,1,ES0694A,2.009802,41.39216
235,2023-01-10 18:00:00,55.0,22.0,11.0,2.0,18,10,1,1,ES0694A,2.009802,41.39216
236,2023-01-10 19:00:00,48.0,22.0,19.0,2.0,19,10,1,1,ES0694A,2.009802,41.39216
237,2023-01-10 20:00:00,38.0,22.0,25.0,2.0,20,10,1,1,ES0694A,2.009802,41.39216
238,2023-01-10 21:00:00,27.0,22.0,26.0,3.0,21,10,1,1,ES0694A,2.009802,41.39216
239,2023-01-10 22:00:00,48.0,22.0,46.0,1.0,22,10,1,1,ES0694A,2.009802,41.39216
240,2023-01-10 23:00:00,47.0,35.0,47.0,1.0,23,10,1,1,ES0694A,2.009802,41.39216
241,2023-01-11 00:00:00,44.0,35.0,46.0,1.0,0,11,1,2,ES0694A,2.009802,41.39216
242,2023-01-11 01:00:00,38.0,35.0,40.0,1.0,1,11,1,2,ES0694A,2.009802,41.39216
243,2023-01-11 02:00:00,35.0,35.0,35.0,1.0,2,11,1,2,ES0694A,2.009802,41.39216
244,2023-01-11 03:00:00,35.0,35.0,32.0,2.0,3,11,1,2,ES0694A,2.009802,41.39216
245,2023-01-11 04:00:00,33.0,35.0,28.0,1.0,4,11,1,2,ES0694A,2.009802,41.39216
246,2023-01-11 05:00:00,35.0,35.0,32.0,1.0,5,11,1,2,ES0694A,2.009802,41.39216
247,2023-01-11 06:00:00,36.0,35.0,36.0,1.0,6,11,1,2,ES0694A,2.009802,41.39216
248,2023-01-11 07:00:00,36.0,35.0,31.0,3.0,7,11,1,2,ES0694A,2.009802,41.39216
249,2023-01-11 08:00:00,36.0,35.0,50.0,2.0,8,11,1,2,ES0694A,2.009802,41.39216
250,2023-01-11 09:00:00,43.0,35.0,45.0,3.0,9,11,1,2,ES0694A,2.009802,41.39216
251,2023-01-11 10:00:00,34.0,35.0,33.0,11.0,10,11,1,2,ES0694A,2.009802,41.39216
