,Date,NO2_nearest_1,NO2_nearest_2,NO2_own,hour,day,month,day_of_week,code,lon,lat
19,2023-01-01 18:00:00,10.0,9.0,17.0,18,1,1,6,ES1124A,1.239709,41.159532
20,2023-01-01 19:00:00,8.0,10.0,15.0,19,1,1,6,ES1124A,1.239709,41.159532
21,2023-01-01 20:00:00,11.0,6.0,17.0,20,1,1,6,ES1124A,1.239709,41.159532
22,2023-01-01 21:00:00,8.0,6.0,14.0,21,1,1,6,ES1124A,1.239709,41.159532
23,2023-01-01 22:00:00,9.0,6.0,12.0,22,1,1,6,ES1124A,1.239709,41.159532
24,2023-01-01 23:00:00,9.0,7.0,12.0,23,1,1,6,ES1124A,1.239709,41.159532
25,2023-01-02 00:00:00,9.0,7.0,12.0,0,2,1,0,ES1124A,1.239709,41.159532
26,2023-01-02 01:00:00,7.0,5.0,11.0,1,2,1,0,ES1124A,1.239709,41.159532
27,2023-01-02 02:00:00,6.0,5.0,7.0,2,2,1,0,ES1124A,1.239709,41.159532
28,2023-01-02 03:00:00,5.0,4.0,8.0,3,2,1,0,ES1124A,1.239709,41.159532
29,2023-01-02 04:00:00,4.0,7.0,11.0,4,2,1,0,ES1124A,1.239709,41.159532
30,2023-01-02 05:00:00,6.0,14.0,19.0,5,2,1,0,ES1124A,1.239709,41.159532
31,2023-01-02 06:00:00,8.0,22.0,25.0,6,2,1,0,ES1124A,1.239709,41.159532
32,2023-01-02 07:00:00,12.0,23.0,25.0,7,2,1,0,ES1124A,1.239709,41.159532
33,2023-01-02 08:00:00,20.0,16.0,19.0,8,2,1,0,ES1124A,1.239709,41.159532
34,2023-01-02 09:00:00,15.0,20.0,20.0,9,2,1,0,ES1124A,1.239709,41.159532
35,2023-01-02 10:00:00,14.0,18.0,14.0,10,2,1,0,ES1124A,1.239709,41.159532
36,2023-01-02 11:00:00,12.0,22.0,23.0,11,2,1,0,ES1124A,1.239709,41.159532
37,2023-01-02 12:00:00,15.0,30.0,32.0,12,2,1,0,ES1124A,1.239709,41.159532
38,2023-01-02 13:00:00,18.0,28.0,41.0,13,2,1,0,ES1124A,1.239709,41.159532
39,2023-01-02 14:00:00,35.0,50.0,45.0,14,2,1,0,ES1124A,1.239709,41.159532
40,2023-01-02 15:00:00,51.0,59.0,55.0,15,2,1,0,ES1124A,1.239709,41.159532
41,2023-01-02 16:00:00,47.0,53.0,57.0,16,2,1,0,ES1124A,1.239709,41.159532
42,2023-01-02 17:00:00,35.0,54.0,47.0,17,2,1,0,ES1124A,1.239709,41.159532
43,2023-01-02 18:00:00,22.0,50.0,50.0,18,2,1,0,ES1124A,1.239709,41.159532
44,2023-01-02 19:00:00,39.0,36.0,38.0,19,2,1,0,ES1124A,1.239709,41.159532
45,2023-01-02 20:00:00,24.0,28.0,31.0,20,2,1,0,ES1124A,1.239709,41.159532
46,2023-01-02 21:00:00,21.0,25.0,33.0,21,2,1,0,ES1124A,1.239709,41.159532
47,2023-01-02 22:00:00,19.0,22.0,27.0,22,2,1,0,ES1124A,1.239709,41.159532
48,2023-01-02 23:00:00,12.0,12.0,12.0,23,2,1,0,ES1124A,1.239709,41.159532
49,2023-01-03 00:00:00,9.0,7.0,9.0,0,3,1,1,ES1124A,1.239709,41.159532
50,2023-01-03 01:00:00,7.0,4.0,6.0,1,3,1,1,ES1124A,1.239709,41.159532
51,2023-01-03 02:00:00,7.0,4.0,9.0,2,3,1,1,ES1124A,1.239709,41.159532
52,2023-01-03 03:00:00,6.0,5.0,10.0,3,3,1,1,ES1124A,1.239709,41.159532
53,2023-01-03 04:00:00,8.0,8.0,14.0,4,3,1,1,ES1124A,1.239709,41.159532
54,2023-01-03 05:00:00,9.0,15.0,18.0,5,3,1,1,ES1124A,1.239709,41.159532
55,2023-01-03 06:00:00,10.0,20.0,19.0,6,3,1,1,ES1124A,1.239709,41.159532
56,2023-01-03 07:00:00,11.0,18.0,21.0,7,3,1,1,ES1124A,1.239709,41.159532
57,2023-01-03 08:00:00,15.0,15.0,28.0,8,3,1,1,ES1124A,1.239709,41.159532
58,2023-01-03 09:00:00,15.0,13.0,23.0,9,3,1,1,ES1124A,1.239709,41.159532
59,2023-01-03 10:00:00,7.0,11.0,13.0,10,3,1,1,ES1124A,1.239709,41.159532
60,2023-01-03 11:00:00,12.0,15.0,19.0,11,3,1,1,ES1124A,1.239709,41.159532
61,2023-01-03 12:00:00,19.0,17.0,24.0,12,3,1,1,ES1124A,1.239709,41.159532
62,2023-01-03 13:00:00,16.0,19.0,25.0,13,3,1,1,ES1124A,1.239709,41.159532
63,2023-01-03 14:00:00,10.0,20.0,21.0,14,3,1,1,ES1124A,1.239709,41.159532
64,2023-01-03 15:00:00,13.0,21.0,25.0,15,3,1,1,ES1124A,1.239709,41.159532
65,2023-01-03 16:00:00,14.0,29.0,29.0,16,3,1,1,ES1124A,1.239709,41.159532
66,2023-01-03 17:00:00,18.0,21.0,24.0,17,3,1,1,ES1124A,1.239709,41.159532
67,2023-01-03 18:00:00,10.0,18.0,29.0,18,3,1,1,ES1124A,1.239709,41.159532
68,2023-01-03 19:00:00,12.0,16.0,26.0,19,3,1,1,ES1124A,1.239709,41.159532
69,2023-01-03 20:00:00,14.0,16.0,41.0,20,3,1,1,ES1124A,1.239709,41.159532
70,2023-01-03 21:00:00,15.0,14.0,22.0,21,3,1,1,ES1124A,1.239709,41.159532
71,2023-01-03 22:00:00,10.0,12.0,29.0,22,3,1,1,ES1124A,1.239709,41.159532
72,2023-01-03 23:00:00,8.0,11.0,11.0,23,3,1,1,ES1124A,1.239709,41.159532
73,2023-01-04 00:00:00,7.0,8.0,9.0,0,4,1,2,ES1124A,1.239709,41.159532
74,2023-01-04 01:00:00,7.0,7.0,8.0,1,4,1,2,ES1124A,1.239709,41.159532
75,2023-01-04 02:00:00,6.0,6.0,7.0,2,4,1,2,ES1124A,1.239709,41.159532
76,2023-01-04 03:00:00,5.0,7.0,6.0,3,4,1,2,ES1124A,1.239709,41.159532
77,2023-01-04 04:00:00,6.0,6.0,13.0,4,4,1,2,ES1124A,1.239709,41.159532
78,2023-01-04 05:00:00,7.0,17.0,25.0,5,4,1,2,ES1124A,1.239709,41.159532
79,2023-01-04 06:00:00,13.0,21.0,19.0,6,4,1,2,ES1124A,1.239709,41.159532
80,2023-01-04 07:00:00,13.0,32.0,21.0,7,4,1,2,ES1124A,1.239709,41.159532
81,2023-01-04 08:00:00,14.0,28.0,24.0,8,4,1,2,ES1124A,1.239709,41.159532
82,2023-01-04 09:00:00,9.0,9.0,22.0,9,4,1,2,ES1124A,1.239709,41.159532
83,2023-01-04 10:00:00,14.0,8.0,16.0,10,4,1,2,ES1124A,1.239709,41.159532
84,2023-01-04 11:00:00,13.0,12.0,14.0,11,4,1,2,ES1124A,1.239709,41.159532
85,2023-01-04 12:00:00,19.0,20.0,22.0,12,4,1,2,ES1124A,1.239709,41.159532
86,2023-01-04 13:00:00,23.0,19.0,35.0,13,4,1,2,ES1124A,1.239709,41.159532
87,2023-01-04 14:00:00,24.0,18.0,35.0,14,4,1,2,ES1124A,1.239709,41.159532
88,2023-01-04 15:00:00,12.0,14.0,21.0,15,4,1,2,ES1124A,1.239709,41.159532
89,2023-01-04 16:00:00,15.0,16.0,28.0,16,4,1,2,ES1124A,1.239709,41.159532
90,2023-01-04 17:00:00,10.0,15.0,25.0,17,4,1,2,ES1124A,1.239709,41.159532
91,2023-01-04 18:00:00,11.0,18.0,26.0,18,4,1,2,ES1124A,1.239709,41.159532
92,2023-01-04 19:00:00,12.0,18.0,24.0,19,4,1,2,ES1124A,1.239709,41.159532
93,2023-01-04 20:00:00,12.0,14.0,18.0,20,4,1,2,ES1124A,1.239709,41.159532
94,2023-01-04 21:00:00,10.0,10.0,16.0,21,4,1,2,ES1124A,1.239709,41.159532
95,2023-01-04 22:00:00,8.0,9.0,12.0,22,4,1,2,ES1124A,1.239709,41.159532
96,2023-01-04 23:00:00,7.0,8.0,9.0,23,4,1,2,ES1124A,1.239709,41.159532
97,2023-01-05 00:00:00,7.0,7.0,9.0,0,5,1,3,ES1124A,1.239709,41.159532
98,2023-01-05 01:00:00,6.0,6.0,7.0,1,5,1,3,ES1124A,1.239709,41.159532
99,2023-01-05 02:00:00,6.0,7.0,7.0,2,5,1,3,ES1124A,1.239709,41.159532
100,2023-01-05 03:00:00,6.0,9.0,7.0,3,5,1,3,ES1124A,1.239709,41.159532
101,2023-01-05 04:00:00,7.0,11.0,12.0,4,5,1,3,ES1124A,1.239709,41.159532
102,2023-01-05 05:00:00,7.0,15.0,18.0,5,5,1,3,ES1124A,1.239709,41.159532
103,2023-01-05 06:00:00,10.0,19.0,23.0,6,5,1,3,ES1124A,1.239709,41.159532
104,2023-01-05 07:00:00,16.0,26.0,22.0,7,5,1,3,ES1124A,1.239709,41.159532
105,2023-01-05 08:00:00,7.0,21.0,24.0,8,5,1,3,ES1124A,1.239709,41.159532
106,2023-01-05 09:00:00,7.0,10.0,21.0,9,5,1,3,ES1124A,1.239709,41.159532
107,2023-01-05 10:00:00,9.0,10.0,18.0,10,5,1,3,ES1124A,1.239709,41.159532
108,2023-01-05 11:00:00,14.0,13.0,19.0,11,5,1,3,ES1124A,1.239709,41.159532
109,2023-01-05 12:00:00,9.0,12.0,24.0,12,5,1,3,ES1124A,1.239709,41.159532
110,2023-01-05 13:00:00,6.0,8.0,19.0,13,5,1,3,ES1124A,1.239709,41.159532
111,2023-01-05 14:00:00,8.0,7.0,11.0,14,5,1,3,ES1124A,1.239709,41.159532
112,2023-01-05 15:00:00,9.0,11.0,17.0,15,5,1,3,ES1124A,1.239709,41.159532
113,2023-01-05 16:00:00,11.0,17.0,30.0,16,5,1,3,ES1124A,1.239709,41.159532
114,2023-01-05 17:00:00,13.0,17.0,31.0,17,5,1,3,ES1124A,1.239709,41.159532
115,2023-01-05 18:00:00,16.0,21.0,30.0,18,5,1,3,ES1124A,1.239709,41.159532
116,2023-01-05 19:00:00,20.0,16.0,27.0,19,5,1,3,ES1124A,1.239709,41.159532
117,2023-01-05 20:00:00,15.0,15.0,21.0,20,5,1,3,ES1124A,1.239709,41.159532
118,2023-01-05 21:00:00,15.0,14.0,22.0,21,5,1,3,ES1124A,1.239709,41.159532
119,2023-01-05 22:00:00,12.0,13.0,23.0,22,5,1,3,ES1124A,1.239709,41.159532
120,2023-01-05 23:00:00,12.0,11.0,17.0,23,5,1,3,ES1124A,1.239709,41.159532
121,2023-01-06 00:00:00,8.0,9.0,11.0,0,6,1,4,ES1124A,1.239709,41.159532
122,2023-01-06 01:00:00,8.0,7.0,9.0,1,6,1,4,ES1124A,1.239709,41.159532
123,2023-01-06 02:00:00,6.0,5.0,8.0,2,6,1,4,ES1124A,1.239709,41.159532
124,2023-01-06 03:00:00,6.0,5.0,6.0,3,6,1,4,ES1124A,1.239709,41.159532
125,2023-01-06 04:00:00,5.0,5.0,8.0,4,6,1,4,ES1124A,1.239709,41.159532
126,2023-01-06 05:00:00,5.0,7.0,9.0,5,6,1,4,ES1124A,1.239709,41.159532
127,2023-01-06 06:00:00,5.0,16.0,10.0,6,6,1,4,ES1124A,1.239709,41.159532
128,2023-01-06 07:00:00,6.0,10.0,12.0,7,6,1,4,ES1124A,1.239709,41.159532
129,2023-01-06 08:00:00,7.0,7.0,14.0,8,6,1,4,ES1124A,1.239709,41.159532
130,2023-01-06 09:00:00,9.0,10.0,13.0,9,6,1,4,ES1124A,1.239709,41.159532
131,2023-01-06 10:00:00,17.0,20.0,20.0,10,6,1,4,ES1124A,1.239709,41.159532
132,2023-01-06 11:00:00,27.0,18.0,23.0,11,6,1,4,ES1124A,1.239709,41.159532
133,2023-01-06 12:00:00,21.0,21.0,28.0,12,6,1,4,ES1124A,1.239709,41.159532
134,2023-01-06 13:00:00,25.0,22.0,27.0,13,6,1,4,ES1124A,1.239709,41.159532
135,2023-01-06 14:00:00,16.0,14.0,21.0,14,6,1,4,ES1124A,1.239709,41.159532
136,2023-01-06 15:00:00,13.0,11.0,16.0,15,6,1,4,ES1124A,1.239709,41.159532
137,2023-01-06 16:00:00,12.0,17.0,37.0,16,6,1,4,ES1124A,1.239709,41.159532
138,2023-01-06 17:00:00,13.0,20.0,49.0,17,6,1,4,ES1124A,1.239709,41.159532
139,2023-01-06 18:00:00,14.0,15.0,58.0,18,6,1,4,ES1124A,1.239709,41.159532
140,2023-01-06 19:00:00,15.0,16.0,34.0,19,6,1,4,ES1124A,1.239709,41.159532
141,2023-01-06 20:00:00,14.0,19.0,29.0,20,6,1,4,ES1124A,1.239709,41.159532
142,2023-01-06 21:00:00,13.0,20.0,25.0,21,6,1,4,ES1124A,1.239709,41.159532
143,2023-01-06 22:00:00,12.0,16.0,15.0,22,6,1,4,ES1124A,1.239709,41.159532
144,2023-01-06 23:00:00,11.0,14.0,11.0,23,6,1,4,ES1124A,1.239709,41.159532
145,2023-01-07 00:00:00,10.0,14.0,9.0,0,7,1,5,ES1124A,1.239709,41.159532
146,2023-01-07 01:00:00,8.0,14.0,9.0,1,7,1,5,ES1124A,1.239709,41.159532
147,2023-01-07 02:00:00,8.0,13.0,8.0,2,7,1,5,ES1124A,1.239709,41.159532
148,2023-01-07 03:00:00,7.0,12.0,7.0,3,7,1,5,ES1124A,1.239709,41.159532
149,2023-01-07 04:00:00,7.0,11.0,8.0,4,7,1,5,ES1124A,1.239709,41.159532
150,2023-01-07 05:00:00,8.0,14.0,10.0,5,7,1,5,ES1124A,1.239709,41.159532
151,2023-01-07 06:00:00,8.0,10.0,12.0,6,7,1,5,ES1124A,1.239709,41.159532
152,2023-01-07 07:00:00,7.0,14.0,16.0,7,7,1,5,ES1124A,1.239709,41.159532
153,2023-01-07 08:00:00,7.0,9.0,19.0,8,7,1,5,ES1124A,1.239709,41.159532
154,2023-01-07 09:00:00,7.0,8.0,19.0,9,7,1,5,ES1124A,1.239709,41.159532
155,2023-01-07 10:00:00,6.0,6.0,12.0,10,7,1,5,ES1124A,1.239709,41.159532
156,2023-01-07 11:00:00,11.0,10.0,15.0,11,7,1,5,ES1124A,1.239709,41.159532
157,2023-01-07 12:00:00,13.0,5.0,13.0,12,7,1,5,ES1124A,1.239709,41.159532
158,2023-01-07 13:00:00,8.0,4.0,8.0,13,7,1,5,ES1124A,1.239709,41.159532
159,2023-01-07 14:00:00,6.0,6.0,12.0,14,7,1,5,ES1124A,1.239709,41.159532
160,2023-01-07 15:00:00,8.0,3.0,8.0,15,7,1,5,ES1124A,1.239709,41.159532
161,2023-01-07 16:00:00,6.0,11.0,15.0,16,7,1,5,ES1124A,1.239709,41.159532
162,2023-01-07 17:00:00,13.0,12.0,22.0,17,7,1,5,ES1124A,1.239709,41.159532
163,2023-01-07 18:00:00,10.0,17.0,35.0,18,7,1,5,ES1124A,1.239709,41.159532
164,2023-01-07 19:00:00,11.0,16.0,39.0,19,7,1,5,ES1124A,1.239709,41.159532
165,2023-01-07 20:00:00,13.0,18.0,36.0,20,7,1,5,ES1124A,1.239709,41.159532
166,2023-01-07 21:00:00,12.0,13.0,34.0,21,7,1,5,ES1124A,1.239709,41.159532
167,2023-01-07 22:00:00,10.0,13.0,17.0,22,7,1,5,ES1124A,1.239709,41.159532
168,2023-01-07 23:00:00,10.0,8.0,13.0,23,7,1,5,ES1124A,1.239709,41.159532
169,2023-01-08 00:00:00,8.0,8.0,12.0,0,8,1,6,ES1124A,1.239709,41.159532
170,2023-01-08 01:00:00,6.0,7.0,13.0,1,8,1,6,ES1124A,1.239709,41.159532
171,2023-01-08 02:00:00,5.0,4.0,14.0,2,8,1,6,ES1124A,1.239709,41.159532
172,2023-01-08 03:00:00,5.0,4.0,10.0,3,8,1,6,ES1124A,1.239709,41.159532
173,2023-01-08 04:00:00,6.0,4.0,13.0,4,8,1,6,ES1124A,1.239709,41.159532
174,2023-01-08 05:00:00,5.0,5.0,20.0,5,8,1,6,ES1124A,1.239709,41.159532
175,2023-01-08 06:00:00,5.0,8.0,15.0,6,8,1,6,ES1124A,1.239709,41.159532
176,2023-01-08 07:00:00,7.0,6.0,19.0,7,8,1,6,ES1124A,1.239709,41.159532
177,2023-01-08 08:00:00,8.0,7.0,12.0,8,8,1,6,ES1124A,1.239709,41.159532
178,2023-01-08 09:00:00,5.0,8.0,14.0,9,8,1,6,ES1124A,1.239709,41.159532
179,2023-01-08 10:00:00,13.0,15.0,26.0,10,8,1,6,ES1124A,1.239709,41.159532
180,2023-01-08 11:00:00,17.0,14.0,26.0,11,8,1,6,ES1124A,1.239709,41.159532
181,2023-01-08 12:00:00,15.0,15.0,31.0,12,8,1,6,ES1124A,1.239709,41.159532
182,2023-01-08 13:00:00,25.0,30.0,36.0,13,8,1,6,ES1124A,1.239709,41.159532
183,2023-01-08 14:00:00,30.0,15.0,29.0,14,8,1,6,ES1124A,1.239709,41.159532
184,2023-01-08 15:00:00,24.0,16.0,42.0,15,8,1,6,ES1124A,1.239709,41.159532
185,2023-01-08 16:00:00,34.0,26.0,46.0,16,8,1,6,ES1124A,1.239709,41.159532
186,2023-01-08 17:00:00,26.0,27.0,48.0,17,8,1,6,ES1124A,1.239709,41.159532
187,2023-01-08 18:00:00,19.0,27.0,38.0,18,8,1,6,ES1124A,1.239709,41.159532
188,2023-01-08 19:00:00,14.0,18.0,35.0,19,8,1,6,ES1124A,1.239709,41.159532
189,2023-01-08 20:00:00,15.0,11.0,27.0,20,8,1,6,ES1124A,1.239709,41.159532
190,2023-01-08 21:00:00,19.0,14.0,28.0,21,8,1,6,ES1124A,1.239709,41.159532
191,2023-01-08 22:00:00,12.0,3.0,4.0,22,8,1,6,ES1124A,1.239709,41.159532
192,2023-01-08 23:00:00,12.0,1.0,2.0,23,8,1,6,ES1124A,1.239709,41.159532
193,2023-01-09 00:00:00,4.0,2.0,2.0,0,9,1,0,ES1124A,1.239709,41.159532
194,2023-01-09 01:00:00,5.0,1.0,3.0,1,9,1,0,ES1124A,1.239709,41.159532
195,2023-01-09 02:00:00,4.0,1.0,3.0,2,9,1,0,ES1124A,1.239709,41.159532
196,2023-01-09 03:00:00,2.0,1.0,5.0,3,9,1,0,ES1124A,1.239709,41.159532
197,2023-01-09 04:00:00,1.0,1.0,3.0,4,9,1,0,ES1124A,1.239709,41.159532
198,2023-01-09 05:00:00,2.0,1.0,9.0,5,9,1,0,ES1124A,1.239709,41.159532
199,2023-01-09 06:00:00,2.0,1.0,10.0,6,9,1,0,ES1124A,1.239709,41.159532
200,2023-01-09 07:00:00,3.0,1.0,13.0,7,9,1,0,ES1124A,1.239709,41.159532
201,2023-01-09 08:00:00,2.0,1.0,7.0,8,9,1,0,ES1124A,1.239709,41.159532
202,2023-01-09 09:00:00,1.0,1.0,6.0,9,9,1,0,ES1124A,1.239709,41.159532
203,2023-01-09 10:00:00,2.0,1.0,9.0,10,9,1,0,ES1124A,1.239709,41.159532
204,2023-01-09 11:00:00,3.0,1.0,6.0,11,9,1,0,ES1124A,1.239709,41.159532
205,2023-01-09 12:00:00,4.0,1.0,3.0,12,9,1,0,ES1124A,1.239709,41.159532
206,2023-01-09 13:00:00,5.0,1.0,3.0,13,9,1,0,ES1124A,1.239709,41.159532
207,2023-01-09 14:00:00,5.0,2.0,3.0,14,9,1,0,ES1124A,1.239709,41.159532
208,2023-01-09 15:00:00,5.0,2.0,4.0,15,9,1,0,ES1124A,1.239709,41.159532
209,2023-01-09 16:00:00,7.0,5.0,7.0,16,9,1,0,ES1124A,1.239709,41.159532
210,2023-01-09 17:00:00,8.0,6.0,10.0,17,9,1,0,ES1124A,1.239709,41.159532
211,2023-01-09 18:00:00,6.0,4.0,5.0,18,9,1,0,ES1124A,1.239709,41.159532
212,2023-01-09 19:00:00,3.0,2.0,4.0,19,9,1,0,ES1124A,1.239709,41.159532
213,2023-01-09 20:00:00,3.0,3.0,4.0,20,9,1,0,ES1124A,1.239709,41.159532
214,2023-01-09 21:00:00,2.0,4.0,9.0,21,9,1,0,ES1124A,1.239709,41.159532
215,2023-01-09 22:00:00,2.0,3.0,12.0,22,9,1,0,ES1124A,1.239709,41.159532
216,2023-01-09 23:00:00,2.0,1.0,5.0,23,9,1,0,ES1124A,1.239709,41.159532
217,2023-01-10 00:00:00,2.0,9.0,6.0,0,10,1,1,ES1124A,1.239709,41.159532
218,2023-01-10 01:00:00,3.0,8.0,7.0,1,10,1,1,ES1124A,1.239709,41.159532
219,2023-01-10 02:00:00,6.0,6.0,8.0,2,10,1,1,ES1124A,1.239709,41.159532
220,2023-01-10 03:00:00,6.0,4.0,6.0,3,10,1,1,ES1124A,1.239709,41.159532
221,2023-01-10 04:00:00,4.0,5.0,5.0,4,10,1,1,ES1124A,1.239709,41.159532
222,2023-01-10 05:00:00,8.0,9.0,13.0,5,10,1,1,ES1124A,1.239709,41.159532
223,2023-01-10 06:00:00,5.0,11.0,19.0,6,10,1,1,ES1124A,1.239709,41.159532
224,2023-01-10 07:00:00,7.0,13.760770619163463,25.0,7,10,1,1,ES1124A,1.239709,41.159532
225,2023-01-10 08:00:00,9.0,13.760770619163463,23.0,8,10,1,1,ES1124A,1.239709,41.159532
226,2023-01-10 09:00:00,10.0,13.760770619163463,25.0,9,10,1,1,ES1124A,1.239709,41.159532
227,2023-01-10 10:00:00,10.0,13.760770619163463,21.0,10,10,1,1,ES1124A,1.239709,41.159532
228,2023-01-10 11:00:00,13.0,12.0,16.0,11,10,1,1,ES1124A,1.239709,41.159532
229,2023-01-10 12:00:00,14.0,8.0,10.0,12,10,1,1,ES1124A,1.239709,41.159532
230,2023-01-10 13:00:00,10.0,10.0,14.0,13,10,1,1,ES1124A,1.239709,41.159532
231,2023-01-10 14:00:00,8.0,13.0,16.0,14,10,1,1,ES1124A,1.239709,41.159532
232,2023-01-10 15:00:00,8.0,10.0,20.0,15,10,1,1,ES1124A,1.239709,41.159532
233,2023-01-10 16:00:00,8.0,16.0,25.0,16,10,1,1,ES1124A,1.239709,41.159532
234,2023-01-10 17:00:00,8.0,40.0,64.0,17,10,1,1,ES1124A,1.239709,41.159532
235,2023-01-10 18:00:00,13.0,57.0,57.0,18,10,1,1,ES1124A,1.239709,41.159532
236,2023-01-10 19:00:00,18.0,39.0,57.0,19,10,1,1,ES1124A,1.239709,41.159532
237,2023-01-10 20:00:00,15.0,38.0,47.0,20,10,1,1,ES1124A,1.239709,41.159532
238,2023-01-10 21:00:00,20.0,31.0,27.0,21,10,1,1,ES1124A,1.239709,41.159532
239,2023-01-10 22:00:00,17.0,25.0,16.0,22,10,1,1,ES1124A,1.239709,41.159532
240,2023-01-10 23:00:00,12.0,19.0,13.0,23,10,1,1,ES1124A,1.239709,41.159532
241,2023-01-11 00:00:00,10.0,21.0,18.0,0,11,1,2,ES1124A,1.239709,41.159532
242,2023-01-11 01:00:00,8.0,14.0,10.0,1,11,1,2,ES1124A,1.239709,41.159532
243,2023-01-11 02:00:00,10.0,14.0,11.0,2,11,1,2,ES1124A,1.239709,41.159532
244,2023-01-11 03:00:00,8.0,15.0,16.0,3,11,1,2,ES1124A,1.239709,41.159532
245,2023-01-11 04:00:00,9.0,16.0,23.0,4,11,1,2,ES1124A,1.239709,41.159532
246,2023-01-11 05:00:00,12.0,26.0,30.0,5,11,1,2,ES1124A,1.239709,41.159532
247,2023-01-11 06:00:00,18.0,38.0,48.0,6,11,1,2,ES1124A,1.239709,41.159532
248,2023-01-11 07:00:00,27.0,38.0,50.0,7,11,1,2,ES1124A,1.239709,41.159532
249,2023-01-11 08:00:00,24.0,41.0,37.0,8,11,1,2,ES1124A,1.239709,41.159532
250,2023-01-11 09:00:00,20.0,28.0,27.0,9,11,1,2,ES1124A,1.239709,41.159532
251,2023-01-11 10:00:00,15.0,20.0,21.0,10,11,1,2,ES1124A,1.239709,41.159532
252,2023-01-11 11:00:00,24.0,29.0,26.0,11,11,1,2,ES1124A,1.239709,41.159532
253,2023-01-11 12:00:00,14.0,24.0,25.0,12,11,1,2,ES1124A,1.239709,41.159532
254,2023-01-11 13:00:00,11.0,25.0,25.0,13,11,1,2,ES1124A,1.239709,41.159532
255,2023-01-11 14:00:00,11.0,29.0,28.0,14,11,1,2,ES1124A,1.239709,41.159532
256,2023-01-11 15:00:00,9.0,30.0,18.0,15,11,1,2,ES1124A,1.239709,41.159532
257,2023-01-11 16:00:00,12.0,24.0,24.0,16,11,1,2,ES1124A,1.239709,41.159532
258,2023-01-11 17:00:00,20.0,38.0,25.0,17,11,1,2,ES1124A,1.239709,41.159532
259,2023-01-11 18:00:00,15.0,44.0,35.0,18,11,1,2,ES1124A,1.239709,41.159532
260,2023-01-11 19:00:00,11.0,54.0,37.0,19,11,1,2,ES1124A,1.239709,41.159532
261,2023-01-11 20:00:00,7.0,48.0,25.0,20,11,1,2,ES1124A,1.239709,41.159532
262,2023-01-11 21:00:00,6.0,42.0,42.0,21,11,1,2,ES1124A,1.239709,41.159532
263,2023-01-11 22:00:00,6.0,34.0,16.0,22,11,1,2,ES1124A,1.239709,41.159532
264,2023-01-11 23:00:00,7.0,19.0,13.0,23,11,1,2,ES1124A,1.239709,41.159532
265,2023-01-12 00:00:00,6.0,12.0,8.0,0,12,1,3,ES1124A,1.239709,41.159532
266,2023-01-12 01:00:00,5.0,8.0,9.0,1,12,1,3,ES1124A,1.239709,41.159532
267,2023-01-12 02:00:00,5.0,8.0,8.0,2,12,1,3,ES1124A,1.239709,41.159532
268,2023-01-12 03:00:00,6.0,14.0,9.0,3,12,1,3,ES1124A,1.239709,41.159532
269,2023-01-12 04:00:00,6.0,11.0,23.0,4,12,1,3,ES1124A,1.239709,41.159532
270,2023-01-12 05:00:00,7.0,25.0,28.0,5,12,1,3,ES1124A,1.239709,41.159532
271,2023-01-12 06:00:00,10.0,36.0,41.0,6,12,1,3,ES1124A,1.239709,41.159532
