,Date,NO2_nearest_1,NO2_nearest_2,hour,day,month,day_of_week,code,lon,lat
31,2023-01-02 06:00:00,39.0,51.0,6,2,1,0,ES1120A,1.191975,41.11588
32,2023-01-02 07:00:00,50.0,52.0,7,2,1,0,ES1120A,1.191975,41.11588
33,2023-01-02 08:00:00,40.0,50.0,8,2,1,0,ES1120A,1.191975,41.11588
34,2023-01-02 09:00:00,40.0,49.0,9,2,1,0,ES1120A,1.191975,41.11588
35,2023-01-02 10:00:00,46.0,45.0,10,2,1,0,ES1120A,1.191975,41.11588
36,2023-01-02 11:00:00,57.0,47.0,11,2,1,0,ES1120A,1.191975,41.11588
37,2023-01-02 12:00:00,14.717276874488244,38.0,12,2,1,0,ES1120A,1.191975,41.11588
38,2023-01-02 13:00:00,14.717276874488244,39.0,13,2,1,0,ES1120A,1.191975,41.11588
39,2023-01-02 14:00:00,39.0,33.0,14,2,1,0,ES1120A,1.191975,41.11588
40,2023-01-02 15:00:00,23.0,35.0,15,2,1,0,ES1120A,1.191975,41.11588
41,2023-01-02 16:00:00,23.0,39.0,16,2,1,0,ES1120A,1.191975,41.11588
42,2023-01-02 17:00:00,27.0,51.0,17,2,1,0,ES1120A,1.191975,41.11588
43,2023-01-02 18:00:00,52.0,59.0,18,2,1,0,ES1120A,1.191975,41.11588
44,2023-01-02 19:00:00,71.0,68.0,19,2,1,0,ES1120A,1.191975,41.11588
45,2023-01-02 20:00:00,58.0,59.0,20,2,1,0,ES1120A,1.191975,41.11588
46,2023-01-02 21:00:00,51.0,49.0,21,2,1,0,ES1120A,1.191975,41.11588
47,2023-01-02 22:00:00,44.0,44.0,22,2,1,0,ES1120A,1.191975,41.11588
48,2023-01-02 23:00:00,31.0,39.0,23,2,1,0,ES1120A,1.191975,41.11588
49,2023-01-03 00:00:00,24.0,32.0,0,3,1,1,ES1120A,1.191975,41.11588
50,2023-01-03 01:00:00,15.0,27.0,1,3,1,1,ES1120A,1.191975,41.11588
51,2023-01-03 02:00:00,15.0,22.0,2,3,1,1,ES1120A,1.191975,41.11588
52,2023-01-03 03:00:00,16.0,16.0,3,3,1,1,ES1120A,1.191975,41.11588
53,2023-01-03 04:00:00,15.0,15.0,4,3,1,1,ES1120A,1.191975,41.11588
54,2023-01-03 05:00:00,21.0,20.0,5,3,1,1,ES1120A,1.191975,41.11588
55,2023-01-03 06:00:00,32.0,34.0,6,3,1,1,ES1120A,1.191975,41.11588
56,2023-01-03 07:00:00,34.0,25.0,7,3,1,1,ES1120A,1.191975,41.11588
57,2023-01-03 08:00:00,31.0,26.0,8,3,1,1,ES1120A,1.191975,41.11588
58,2023-01-03 09:00:00,31.0,21.0,9,3,1,1,ES1120A,1.191975,41.11588
59,2023-01-03 10:00:00,14.717276874488244,14.0,10,3,1,1,ES1120A,1.191975,41.11588
60,2023-01-03 11:00:00,14.717276874488244,10.0,11,3,1,1,ES1120A,1.191975,41.11588
61,2023-01-03 12:00:00,14.717276874488244,7.0,12,3,1,1,ES1120A,1.191975,41.11588
62,2023-01-03 13:00:00,11.0,6.0,13,3,1,1,ES1120A,1.191975,41.11588
63,2023-01-03 14:00:00,16.0,21.0,14,3,1,1,ES1120A,1.191975,41.11588
64,2023-01-03 15:00:00,16.0,19.0,15,3,1,1,ES1120A,1.191975,41.11588
65,2023-01-03 16:00:00,14.0,17.0,16,3,1,1,ES1120A,1.191975,41.11588
66,2023-01-03 17:00:00,44.0,25.0,17,3,1,1,ES1120A,1.191975,41.11588
67,2023-01-03 18:00:00,54.0,36.0,18,3,1,1,ES1120A,1.191975,41.11588
68,2023-01-03 19:00:00,52.0,62.0,19,3,1,1,ES1120A,1.191975,41.11588
69,2023-01-03 20:00:00,42.0,48.0,20,3,1,1,ES1120A,1.191975,41.11588
70,2023-01-03 21:00:00,33.0,44.0,21,3,1,1,ES1120A,1.191975,41.11588
71,2023-01-03 22:00:00,21.0,28.0,22,3,1,1,ES1120A,1.191975,41.11588
72,2023-01-03 23:00:00,22.0,36.0,23,3,1,1,ES1120A,1.191975,41.11588
73,2023-01-04 00:00:00,22.0,34.0,0,4,1,2,ES1120A,1.191975,41.11588
74,2023-01-04 01:00:00,17.0,27.0,1,4,1,2,ES1120A,1.191975,41.11588
75,2023-01-04 02:00:00,14.0,24.0,2,4,1,2,ES1120A,1.191975,41.11588
76,2023-01-04 03:00:00,14.0,18.0,3,4,1,2,ES1120A,1.191975,41.11588
77,2023-01-04 04:00:00,18.0,21.0,4,4,1,2,ES1120A,1.191975,41.11588
78,2023-01-04 05:00:00,25.0,25.0,5,4,1,2,ES1120A,1.191975,41.11588
79,2023-01-04 06:00:00,37.0,38.0,6,4,1,2,ES1120A,1.191975,41.11588
80,2023-01-04 07:00:00,42.0,46.0,7,4,1,2,ES1120A,1.191975,41.11588
81,2023-01-04 08:00:00,44.0,69.0,8,4,1,2,ES1120A,1.191975,41.11588
82,2023-01-04 09:00:00,33.0,93.0,9,4,1,2,ES1120A,1.191975,41.11588
83,2023-01-04 10:00:00,31.0,49.0,10,4,1,2,ES1120A,1.191975,41.11588
84,2023-01-04 11:00:00,25.0,30.0,11,4,1,2,ES1120A,1.191975,41.11588
85,2023-01-04 12:00:00,14.0,19.0,12,4,1,2,ES1120A,1.191975,41.11588
86,2023-01-04 13:00:00,13.0,11.0,13,4,1,2,ES1120A,1.191975,41.11588
87,2023-01-04 14:00:00,6.0,10.0,14,4,1,2,ES1120A,1.191975,41.11588
88,2023-01-04 15:00:00,7.0,9.0,15,4,1,2,ES1120A,1.191975,41.11588
89,2023-01-04 16:00:00,25.0,19.0,16,4,1,2,ES1120A,1.191975,41.11588
90,2023-01-04 17:00:00,44.0,32.0,17,4,1,2,ES1120A,1.191975,41.11588
91,2023-01-04 18:00:00,47.0,74.0,18,4,1,2,ES1120A,1.191975,41.11588
92,2023-01-04 19:00:00,41.0,75.0,19,4,1,2,ES1120A,1.191975,41.11588
93,2023-01-04 20:00:00,35.0,57.0,20,4,1,2,ES1120A,1.191975,41.11588
94,2023-01-04 21:00:00,28.0,46.0,21,4,1,2,ES1120A,1.191975,41.11588
95,2023-01-04 22:00:00,19.0,37.0,22,4,1,2,ES1120A,1.191975,41.11588
96,2023-01-04 23:00:00,24.0,32.0,23,4,1,2,ES1120A,1.191975,41.11588
97,2023-01-05 00:00:00,19.0,22.0,0,5,1,3,ES1120A,1.191975,41.11588
98,2023-01-05 01:00:00,12.0,20.0,1,5,1,3,ES1120A,1.191975,41.11588
99,2023-01-05 02:00:00,12.0,22.0,2,5,1,3,ES1120A,1.191975,41.11588
100,2023-01-05 03:00:00,15.0,15.0,3,5,1,3,ES1120A,1.191975,41.11588
101,2023-01-05 04:00:00,15.0,18.0,4,5,1,3,ES1120A,1.191975,41.11588
102,2023-01-05 05:00:00,30.0,34.0,5,5,1,3,ES1120A,1.191975,41.11588
103,2023-01-05 06:00:00,45.0,41.0,6,5,1,3,ES1120A,1.191975,41.11588
104,2023-01-05 07:00:00,46.0,54.0,7,5,1,3,ES1120A,1.191975,41.11588
105,2023-01-05 08:00:00,41.0,72.0,8,5,1,3,ES1120A,1.191975,41.11588
106,2023-01-05 09:00:00,35.0,62.0,9,5,1,3,ES1120A,1.191975,41.11588
107,2023-01-05 10:00:00,34.0,19.0,10,5,1,3,ES1120A,1.191975,41.11588
108,2023-01-05 11:00:00,8.0,7.0,11,5,1,3,ES1120A,1.191975,41.11588
109,2023-01-05 12:00:00,7.0,5.0,12,5,1,3,ES1120A,1.191975,41.11588
110,2023-01-05 13:00:00,5.0,6.0,13,5,1,3,ES1120A,1.191975,41.11588
111,2023-01-05 14:00:00,4.0,8.0,14,5,1,3,ES1120A,1.191975,41.11588
112,2023-01-05 15:00:00,6.0,11.0,15,5,1,3,ES1120A,1.191975,41.11588
113,2023-01-05 16:00:00,11.0,15.0,16,5,1,3,ES1120A,1.191975,41.11588
114,2023-01-05 17:00:00,22.0,33.0,17,5,1,3,ES1120A,1.191975,41.11588
115,2023-01-05 18:00:00,25.0,21.0,18,5,1,3,ES1120A,1.191975,41.11588
116,2023-01-05 19:00:00,45.0,51.0,19,5,1,3,ES1120A,1.191975,41.11588
117,2023-01-05 20:00:00,32.0,38.0,20,5,1,3,ES1120A,1.191975,41.11588
118,2023-01-05 21:00:00,24.0,32.0,21,5,1,3,ES1120A,1.191975,41.11588
119,2023-01-05 22:00:00,21.0,29.0,22,5,1,3,ES1120A,1.191975,41.11588
120,2023-01-05 23:00:00,21.0,33.0,23,5,1,3,ES1120A,1.191975,41.11588
121,2023-01-06 00:00:00,19.0,37.0,0,6,1,4,ES1120A,1.191975,41.11588
122,2023-01-06 01:00:00,12.0,21.0,1,6,1,4,ES1120A,1.191975,41.11588
123,2023-01-06 02:00:00,10.0,16.0,2,6,1,4,ES1120A,1.191975,41.11588
124,2023-01-06 03:00:00,9.0,14.0,3,6,1,4,ES1120A,1.191975,41.11588
125,2023-01-06 04:00:00,10.0,20.0,4,6,1,4,ES1120A,1.191975,41.11588
126,2023-01-06 05:00:00,17.0,24.0,5,6,1,4,ES1120A,1.191975,41.11588
127,2023-01-06 06:00:00,12.0,24.0,6,6,1,4,ES1120A,1.191975,41.11588
128,2023-01-06 07:00:00,16.0,25.0,7,6,1,4,ES1120A,1.191975,41.11588
129,2023-01-06 08:00:00,15.0,36.0,8,6,1,4,ES1120A,1.191975,41.11588
130,2023-01-06 09:00:00,15.0,39.0,9,6,1,4,ES1120A,1.191975,41.11588
131,2023-01-06 10:00:00,16.0,35.0,10,6,1,4,ES1120A,1.191975,41.11588
132,2023-01-06 11:00:00,35.0,26.0,11,6,1,4,ES1120A,1.191975,41.11588
133,2023-01-06 12:00:00,22.0,20.0,12,6,1,4,ES1120A,1.191975,41.11588
134,2023-01-06 13:00:00,12.0,11.0,13,6,1,4,ES1120A,1.191975,41.11588
135,2023-01-06 14:00:00,7.0,5.0,14,6,1,4,ES1120A,1.191975,41.11588
136,2023-01-06 15:00:00,6.0,5.0,15,6,1,4,ES1120A,1.191975,41.11588
137,2023-01-06 16:00:00,5.0,17.0,16,6,1,4,ES1120A,1.191975,41.11588
138,2023-01-06 17:00:00,30.0,40.0,17,6,1,4,ES1120A,1.191975,41.11588
139,2023-01-06 18:00:00,40.0,50.0,18,6,1,4,ES1120A,1.191975,41.11588
140,2023-01-06 19:00:00,33.0,54.0,19,6,1,4,ES1120A,1.191975,41.11588
141,2023-01-06 20:00:00,27.0,46.0,20,6,1,4,ES1120A,1.191975,41.11588
142,2023-01-06 21:00:00,34.0,31.0,21,6,1,4,ES1120A,1.191975,41.11588
143,2023-01-06 22:00:00,29.0,22.0,22,6,1,4,ES1120A,1.191975,41.11588
144,2023-01-06 23:00:00,26.0,19.0,23,6,1,4,ES1120A,1.191975,41.11588
145,2023-01-07 00:00:00,28.0,15.0,0,7,1,5,ES1120A,1.191975,41.11588
146,2023-01-07 01:00:00,26.0,13.0,1,7,1,5,ES1120A,1.191975,41.11588
147,2023-01-07 02:00:00,23.0,10.0,2,7,1,5,ES1120A,1.191975,41.11588
148,2023-01-07 03:00:00,25.0,11.0,3,7,1,5,ES1120A,1.191975,41.11588
149,2023-01-07 04:00:00,24.0,13.0,4,7,1,5,ES1120A,1.191975,41.11588
150,2023-01-07 05:00:00,22.0,18.0,5,7,1,5,ES1120A,1.191975,41.11588
151,2023-01-07 06:00:00,24.0,19.0,6,7,1,5,ES1120A,1.191975,41.11588
152,2023-01-07 07:00:00,22.0,23.0,7,7,1,5,ES1120A,1.191975,41.11588
153,2023-01-07 08:00:00,23.0,35.0,8,7,1,5,ES1120A,1.191975,41.11588
154,2023-01-07 09:00:00,23.0,32.0,9,7,1,5,ES1120A,1.191975,41.11588
155,2023-01-07 10:00:00,17.0,23.0,10,7,1,5,ES1120A,1.191975,41.11588
156,2023-01-07 11:00:00,16.0,8.0,11,7,1,5,ES1120A,1.191975,41.11588
157,2023-01-07 12:00:00,7.0,4.0,12,7,1,5,ES1120A,1.191975,41.11588
158,2023-01-07 13:00:00,5.0,4.0,13,7,1,5,ES1120A,1.191975,41.11588
159,2023-01-07 14:00:00,5.0,4.0,14,7,1,5,ES1120A,1.191975,41.11588
160,2023-01-07 15:00:00,5.0,5.0,15,7,1,5,ES1120A,1.191975,41.11588
161,2023-01-07 16:00:00,13.0,11.0,16,7,1,5,ES1120A,1.191975,41.11588
162,2023-01-07 17:00:00,10.0,18.0,17,7,1,5,ES1120A,1.191975,41.11588
163,2023-01-07 18:00:00,12.0,22.0,18,7,1,5,ES1120A,1.191975,41.11588
164,2023-01-07 19:00:00,11.0,26.0,19,7,1,5,ES1120A,1.191975,41.11588
165,2023-01-07 20:00:00,46.0,37.0,20,7,1,5,ES1120A,1.191975,41.11588
166,2023-01-07 21:00:00,36.0,45.0,21,7,1,5,ES1120A,1.191975,41.11588
167,2023-01-07 22:00:00,25.0,29.0,22,7,1,5,ES1120A,1.191975,41.11588
168,2023-01-07 23:00:00,20.0,24.0,23,7,1,5,ES1120A,1.191975,41.11588
169,2023-01-08 00:00:00,14.0,23.0,0,8,1,6,ES1120A,1.191975,41.11588
170,2023-01-08 01:00:00,11.0,26.0,1,8,1,6,ES1120A,1.191975,41.11588
171,2023-01-08 02:00:00,12.0,19.0,2,8,1,6,ES1120A,1.191975,41.11588
172,2023-01-08 03:00:00,8.0,14.0,3,8,1,6,ES1120A,1.191975,41.11588
173,2023-01-08 04:00:00,12.0,14.0,4,8,1,6,ES1120A,1.191975,41.11588
174,2023-01-08 05:00:00,22.0,14.0,5,8,1,6,ES1120A,1.191975,41.11588
175,2023-01-08 06:00:00,17.0,17.0,6,8,1,6,ES1120A,1.191975,41.11588
176,2023-01-08 07:00:00,17.0,20.0,7,8,1,6,ES1120A,1.191975,41.11588
177,2023-01-08 08:00:00,20.0,25.0,8,8,1,6,ES1120A,1.191975,41.11588
178,2023-01-08 09:00:00,20.0,29.0,9,8,1,6,ES1120A,1.191975,41.11588
179,2023-01-08 10:00:00,24.0,32.0,10,8,1,6,ES1120A,1.191975,41.11588
180,2023-01-08 11:00:00,37.0,29.0,11,8,1,6,ES1120A,1.191975,41.11588
181,2023-01-08 12:00:00,41.0,30.0,12,8,1,6,ES1120A,1.191975,41.11588
182,2023-01-08 13:00:00,19.0,28.0,13,8,1,6,ES1120A,1.191975,41.11588
183,2023-01-08 14:00:00,19.0,17.0,14,8,1,6,ES1120A,1.191975,41.11588
184,2023-01-08 15:00:00,19.0,27.0,15,8,1,6,ES1120A,1.191975,41.11588
185,2023-01-08 16:00:00,28.0,38.0,16,8,1,6,ES1120A,1.191975,41.11588
186,2023-01-08 17:00:00,40.0,48.0,17,8,1,6,ES1120A,1.191975,41.11588
187,2023-01-08 18:00:00,48.0,54.0,18,8,1,6,ES1120A,1.191975,41.11588
188,2023-01-08 19:00:00,43.0,45.0,19,8,1,6,ES1120A,1.191975,41.11588
189,2023-01-08 20:00:00,39.0,38.0,20,8,1,6,ES1120A,1.191975,41.11588
190,2023-01-08 21:00:00,34.0,28.0,21,8,1,6,ES1120A,1.191975,41.11588
191,2023-01-08 22:00:00,5.0,7.0,22,8,1,6,ES1120A,1.191975,41.11588
192,2023-01-08 23:00:00,3.0,4.0,23,8,1,6,ES1120A,1.191975,41.11588
193,2023-01-09 00:00:00,1.0,3.0,0,9,1,0,ES1120A,1.191975,41.11588
194,2023-01-09 01:00:00,3.0,2.0,1,9,1,0,ES1120A,1.191975,41.11588
195,2023-01-09 02:00:00,4.0,2.0,2,9,1,0,ES1120A,1.191975,41.11588
196,2023-01-09 03:00:00,6.0,2.0,3,9,1,0,ES1120A,1.191975,41.11588
197,2023-01-09 04:00:00,8.0,2.0,4,9,1,0,ES1120A,1.191975,41.11588
198,2023-01-09 05:00:00,8.0,2.0,5,9,1,0,ES1120A,1.191975,41.11588
199,2023-01-09 06:00:00,11.0,3.0,6,9,1,0,ES1120A,1.191975,41.11588
200,2023-01-09 07:00:00,14.0,4.0,7,9,1,0,ES1120A,1.191975,41.11588
201,2023-01-09 08:00:00,10.0,3.0,8,9,1,0,ES1120A,1.191975,41.11588
202,2023-01-09 09:00:00,9.0,3.0,9,9,1,0,ES1120A,1.191975,41.11588
203,2023-01-09 10:00:00,6.0,3.0,10,9,1,0,ES1120A,1.191975,41.11588
204,2023-01-09 11:00:00,6.0,3.0,11,9,1,0,ES1120A,1.191975,41.11588
205,2023-01-09 12:00:00,7.0,3.0,12,9,1,0,ES1120A,1.191975,41.11588
206,2023-01-09 13:00:00,7.0,2.0,13,9,1,0,ES1120A,1.191975,41.11588
207,2023-01-09 14:00:00,5.0,4.0,14,9,1,0,ES1120A,1.191975,41.11588
208,2023-01-09 15:00:00,7.0,5.0,15,9,1,0,ES1120A,1.191975,41.11588
209,2023-01-09 16:00:00,9.0,7.0,16,9,1,0,ES1120A,1.191975,41.11588
210,2023-01-09 17:00:00,7.0,8.0,17,9,1,0,ES1120A,1.191975,41.11588
211,2023-01-09 18:00:00,8.0,7.0,18,9,1,0,ES1120A,1.191975,41.11588
212,2023-01-09 19:00:00,7.0,7.0,19,9,1,0,ES1120A,1.191975,41.11588
213,2023-01-09 20:00:00,7.0,5.0,20,9,1,0,ES1120A,1.191975,41.11588
214,2023-01-09 21:00:00,6.0,2.0,21,9,1,0,ES1120A,1.191975,41.11588
215,2023-01-09 22:00:00,5.0,2.0,22,9,1,0,ES1120A,1.191975,41.11588
216,2023-01-09 23:00:00,7.0,3.0,23,9,1,0,ES1120A,1.191975,41.11588
217,2023-01-10 00:00:00,3.0,2.0,0,10,1,1,ES1120A,1.191975,41.11588
218,2023-01-10 01:00:00,3.0,3.0,1,10,1,1,ES1120A,1.191975,41.11588
219,2023-01-10 02:00:00,3.0,4.0,2,10,1,1,ES1120A,1.191975,41.11588
220,2023-01-10 03:00:00,7.0,3.0,3,10,1,1,ES1120A,1.191975,41.11588
221,2023-01-10 04:00:00,17.0,3.0,4,10,1,1,ES1120A,1.191975,41.11588
222,2023-01-10 05:00:00,14.0,6.0,5,10,1,1,ES1120A,1.191975,41.11588
223,2023-01-10 06:00:00,15.0,24.0,6,10,1,1,ES1120A,1.191975,41.11588
224,2023-01-10 07:00:00,10.0,19.0,7,10,1,1,ES1120A,1.191975,41.11588
225,2023-01-10 08:00:00,14.0,22.0,8,10,1,1,ES1120A,1.191975,41.11588
226,2023-01-10 09:00:00,12.0,9.0,9,10,1,1,ES1120A,1.191975,41.11588
227,2023-01-10 10:00:00,7.0,8.0,10,10,1,1,ES1120A,1.191975,41.11588
228,2023-01-10 11:00:00,7.0,6.0,11,10,1,1,ES1120A,1.191975,41.11588
229,2023-01-10 12:00:00,7.0,5.0,12,10,1,1,ES1120A,1.191975,41.11588
230,2023-01-10 13:00:00,4.0,5.0,13,10,1,1,ES1120A,1.191975,41.11588
231,2023-01-10 14:00:00,2.0,6.0,14,10,1,1,ES1120A,1.191975,41.11588
232,2023-01-10 15:00:00,4.0,8.0,15,10,1,1,ES1120A,1.191975,41.11588
233,2023-01-10 16:00:00,6.0,11.0,16,10,1,1,ES1120A,1.191975,41.11588
234,2023-01-10 17:00:00,12.0,13.0,17,10,1,1,ES1120A,1.191975,41.11588
235,2023-01-10 18:00:00,19.0,15.0,18,10,1,1,ES1120A,1.191975,41.11588
236,2023-01-10 19:00:00,31.0,25.0,19,10,1,1,ES1120A,1.191975,41.11588
237,2023-01-10 20:00:00,50.0,56.0,20,10,1,1,ES1120A,1.191975,41.11588
238,2023-01-10 21:00:00,37.0,33.0,21,10,1,1,ES1120A,1.191975,41.11588
239,2023-01-10 22:00:00,30.0,22.0,22,10,1,1,ES1120A,1.191975,41.11588
240,2023-01-10 23:00:00,31.0,17.0,23,10,1,1,ES1120A,1.191975,41.11588
241,2023-01-11 00:00:00,27.0,14.0,0,11,1,2,ES1120A,1.191975,41.11588
242,2023-01-11 01:00:00,30.0,16.0,1,11,1,2,ES1120A,1.191975,41.11588
243,2023-01-11 02:00:00,18.0,15.0,2,11,1,2,ES1120A,1.191975,41.11588
244,2023-01-11 03:00:00,24.0,12.0,3,11,1,2,ES1120A,1.191975,41.11588
245,2023-01-11 04:00:00,29.0,6.0,4,11,1,2,ES1120A,1.191975,41.11588
246,2023-01-11 05:00:00,37.0,8.0,5,11,1,2,ES1120A,1.191975,41.11588
247,2023-01-11 06:00:00,25.0,16.0,6,11,1,2,ES1120A,1.191975,41.11588
248,2023-01-11 07:00:00,44.0,28.0,7,11,1,2,ES1120A,1.191975,41.11588
249,2023-01-11 08:00:00,25.0,30.0,8,11,1,2,ES1120A,1.191975,41.11588
250,2023-01-11 09:00:00,22.0,14.0,9,11,1,2,ES1120A,1.191975,41.11588
251,2023-01-11 10:00:00,33.0,7.0,10,11,1,2,ES1120A,1.191975,41.11588
252,2023-01-11 11:00:00,31.0,6.0,11,11,1,2,ES1120A,1.191975,41.11588
253,2023-01-11 12:00:00,19.0,5.0,12,11,1,2,ES1120A,1.191975,41.11588
254,2023-01-11 13:00:00,13.0,5.0,13,11,1,2,ES1120A,1.191975,41.11588
255,2023-01-11 14:00:00,30.0,9.0,14,11,1,2,ES1120A,1.191975,41.11588
256,2023-01-11 15:00:00,54.0,14.0,15,11,1,2,ES1120A,1.191975,41.11588
257,2023-01-11 16:00:00,54.0,21.0,16,11,1,2,ES1120A,1.191975,41.11588
258,2023-01-11 17:00:00,39.0,20.0,17,11,1,2,ES1120A,1.191975,41.11588
259,2023-01-11 18:00:00,50.0,24.0,18,11,1,2,ES1120A,1.191975,41.11588
260,2023-01-11 19:00:00,22.0,9.0,19,11,1,2,ES1120A,1.191975,41.11588
261,2023-01-11 20:00:00,19.0,6.0,20,11,1,2,ES1120A,1.191975,41.11588
262,2023-01-11 21:00:00,18.0,6.0,21,11,1,2,ES1120A,1.191975,41.11588
263,2023-01-11 22:00:00,22.0,4.0,22,11,1,2,ES1120A,1.191975,41.11588
264,2023-01-11 23:00:00,17.0,4.0,23,11,1,2,ES1120A,1.191975,41.11588
265,2023-01-12 00:00:00,13.0,3.0,0,12,1,3,ES1120A,1.191975,41.11588
266,2023-01-12 01:00:00,10.0,3.0,1,12,1,3,ES1120A,1.191975,41.11588
267,2023-01-12 02:00:00,13.0,2.0,2,12,1,3,ES1120A,1.191975,41.11588
268,2023-01-12 03:00:00,17.0,3.0,3,12,1,3,ES1120A,1.191975,41.11588
269,2023-01-12 04:00:00,33.0,3.0,4,12,1,3,ES1120A,1.191975,41.11588
270,2023-01-12 05:00:00,35.0,10.0,5,12,1,3,ES1120A,1.191975,41.11588
271,2023-01-12 06:00:00,51.0,27.0,6,12,1,3,ES1120A,1.191975,41.11588
272,2023-01-12 07:00:00,60.0,18.0,7,12,1,3,ES1120A,1.191975,41.11588
273,2023-01-12 08:00:00,62.0,44.0,8,12,1,3,ES1120A,1.191975,41.11588
274,2023-01-12 09:00:00,42.0,44.0,9,12,1,3,ES1120A,1.191975,41.11588
275,2023-01-12 10:00:00,43.0,8.0,10,12,1,3,ES1120A,1.191975,41.11588
276,2023-01-12 11:00:00,22.0,5.0,11,12,1,3,ES1120A,1.191975,41.11588
277,2023-01-12 12:00:00,6.0,5.0,12,12,1,3,ES1120A,1.191975,41.11588
278,2023-01-12 13:00:00,7.0,4.0,13,12,1,3,ES1120A,1.191975,41.11588
279,2023-01-12 14:00:00,6.0,7.0,14,12,1,3,ES1120A,1.191975,41.11588
280,2023-01-12 15:00:00,6.0,10.0,15,12,1,3,ES1120A,1.191975,41.11588
281,2023-01-12 16:00:00,8.0,24.0,16,12,1,3,ES1120A,1.191975,41.11588
282,2023-01-12 17:00:00,28.0,42.0,17,12,1,3,ES1120A,1.191975,41.11588
283,2023-01-12 18:00:00,37.0,32.0,18,12,1,3,ES1120A,1.191975,41.11588
284,2023-01-12 19:00:00,49.0,45.0,19,12,1,3,ES1120A,1.191975,41.11588
285,2023-01-12 20:00:00,30.0,29.0,20,12,1,3,ES1120A,1.191975,41.11588
286,2023-01-12 21:00:00,28.0,51.0,21,12,1,3,ES1120A,1.191975,41.11588
287,2023-01-12 22:00:00,30.0,47.0,22,12,1,3,ES1120A,1.191975,41.11588
288,2023-01-12 23:00:00,28.0,37.0,23,12,1,3,ES1120A,1.191975,41.11588
289,2023-01-13 00:00:00,28.0,27.0,0,13,1,4,ES1120A,1.191975,41.11588
290,2023-01-13 01:00:00,19.0,21.0,1,13,1,4,ES1120A,1.191975,41.11588
291,2023-01-13 02:00:00,23.0,20.0,2,13,1,4,ES1120A,1.191975,41.11588
292,2023-01-13 03:00:00,18.0,19.0,3,13,1,4,ES1120A,1.191975,41.11588
293,2023-01-13 04:00:00,18.0,8.0,4,13,1,4,ES1120A,1.191975,41.11588
294,2023-01-13 05:00:00,30.0,6.0,5,13,1,4,ES1120A,1.191975,41.11588
